번호,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,위도,경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치유형,화장실입구CCTV설치유무,기저귀교환대장소,리모델링연월,데이터기준일자
4002,공중화장실,평화주유소,수원시 팔달구 경수대로 659 (지동),수원시 팔달구 지동 472-1,N,1,2,0,0,0,0,1,0,0,평화주유소,031-258-6600,24시간,,,,민간,주유소·충전소,수세식,없음,Y,없음,,2020-12-22
4003,공중화장실,하늘에너지(주)대창주유소,수원시 팔달구 경수대로 682(우만동),수원시 팔달구 우만동 489-14,N,0,1,0,0,0,0,2,0,0,하늘에너지(주)대창주유소,031-252-5151,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4004,공중화장실,서부주유소,수원시 팔달구 수성로 188 (화서동),수원시 팔달구 화서동 647-2,N,0,2,0,0,0,0,2,0,0,서부주유소,031-243-8087,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4005,공중화장실,푸른현대주유소,수원시 팔달구 팔달로 137 (화서동),수원시 팔달구 화서동 71-10,Y,0,0,0,0,0,0,0,0,0,푸른현대주유소,031-245-8669,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4006,공중화장실,인계동주유소,수원시 팔달구 인계로 139 (인계동),수원시 팔달구 인계동 452-42,N,1,1,0,0,0,0,1,0,0,인계동주유소,031-215-8101,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4007,공중화장실,팔달주유소,수원시 팔달구 중부대로 64 (인계동),수원시 팔달구 인계동 740-9,N,1,1,0,0,0,0,1,0,0,팔달주유소,031-223-8855,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4008,공중화장실,자유에너지(주) 수원화성주유소,수원시 팔달구 매산로 107 (교동),수원시 팔달구 교동 56-2,N,0,2,0,0,0,0,2,0,0,자유에너지(주) 수원화성주유소,070-8821-5189,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4009,공중화장실,효원주유소,수원시 팔달구 효원로 181 (인계동),수원시 팔달구 인계동 1008-14,N,1,1,0,0,0,0,2,0,0,효원주유소,031-221-7324,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4010,공중화장실,수원주유소,수원시 팔달구 인계로 76 (인계동),수원시 팔달구 인계동 977-1,N,1,1,0,0,0,0,1,0,0,수원주유소,031-223-5001,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4011,공중화장실,자유에너지(주) 가든주유소,수원시 팔달구 인계로 58 (인계동),수원시 팔달구 인계동 975-2,N,1,1,0,0,0,0,1,0,0,자유에너지(주) 가든주유소,070-8825-5189,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4012,공중화장실,대왕주유소,수원시 팔달구 경수대로 502 (인계동),수원시 팔달구 인계동 947-11,N,1,2,0,0,0,0,1,0,0,대왕주유소,031-223-5151,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4013,공중화장실,화서제일주유소,수원시 팔달구 덕영대로749번길 2 (화서동),수원시 팔달구 화서동 224-7,N,1,2,0,0,0,0,1,0,0,화서제일주유소,031-244-3400,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4014,공중화장실,아주주유소,수원시 팔달구 월드컵로 246(우만동),수원시 팔달구 우만동 22,N,1,2,0,0,0,0,2,0,0,아주주유소,031-216-5189,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4015,공중화장실,현대오일뱅크(주)직영 수원제일주유소,수원시 팔달구 권광로 273 (인계동),수원시 팔달구 인계동 369-7,N,0,1,0,0,0,0,1,0,0,현대오일뱅크(주)직영 수원제일주유소,031-216-5160,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4016,공중화장실,거창에너지 권선제일,수원시 권선구 경수대로 350(권선동),수원시 권선구 권선동 1005-1,N,1,2,0,0,0,0,1,0,0,거창에너지 권선제일,031-232-1548,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4017,공중화장실,자유에너지(주) 선화주유소,수원시 권선구 매송고색로 552 (오목천동),수원시 권선구 오목천동 316-1,N,1,2,0,0,0,0,2,0,0,자유에너지(주) 선화주유소,031-232-5189,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4018,공중화장실,청호주유소,수원시 권선구 수인로 57 (서둔동),수원시 권선구 서둔동 8-22,N,1,2,0,0,0,0,1,0,0,청호주유소,031-295-6695,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4019,공중화장실,진흥주유소,"수원시 권선구 수인로 173 (서둔동, 진흥주유소)",수원시 권선구 서둔동 247-25,N,2,2,0,0,0,0,1,0,0,진흥주유소,031-295-5185,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4020,공중화장실,희망주유소,수원시 권선구 서수원로63번길 171(오목천동),수원시 권선구 오목천동 893-7,Y,0,0,0,0,0,0,0,0,0,희망주유소,031-293-5454,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4021,공중화장실,지에스칼텍스(주) 경향주유소,수원시 권선구 매송고색로 827 (평동),수원시 권선구 평동 43-5,N,2,2,0,0,0,0,2,0,0,지에스칼텍스(주) 경향주유소,031-292-2640,24시간,,,,민간,주유소·충전소,수세식,없음,Y,없음,,2020-12-22
4022,공중화장실,지에스칼텍스(주) 수원역주유소,수원시 권선구 덕영대로 1003 (세류동),수원시 권선구 세류동 213,N,1,2,0,0,0,0,1,0,0,지에스칼텍스(주) 수원역주유소,031-237-2010,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4023,공중화장실,(주)어울림,수원시 권선구 매송고색로 498 (오목천동),수원시 권선구 오목천동 388-1,Y,2,2,0,0,0,0,2,0,0,(주)어울림,031-255-2661,24시간,,,,민간,주유소·충전소,수세식,,Y,없음,,2020-12-22
4024,공중화장실,호매실주유소,수원시 권선구 금호로 74 (호매실동),수원시 권선구 호매실동 76,Y,0,0,0,0,0,0,0,0,0,호매실주유소,031-294-5050,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4025,공중화장실,서수원주유소,수원시 권선구 서부로 1963 (구운동),수원시 권선구 구운동 217-11,N,1,1,0,0,0,0,1,0,0,서수원주유소,031-296-0017,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4026,공중화장실,2002주유소,수원시 권선구 수인로 23 (서둔동),수원시 권선구 서둔동 9-26,N,2,1,0,0,0,0,2,0,0,2002주유소,031-296-6060,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4027,공중화장실,용진에너지㈜직영,수원시 권선구 덕영대로 1136(세류동),수원시 권선구 세류동 1126-6,N,1,1,0,0,0,0,1,0,0,용진에너지㈜직영,031-898-9187,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4028,공중화장실,슈퍼맨주유소,수원시 권선구 덕영대로 1139(세류동),수원시 권선구 세류동 1125-3,N,1,1,0,0,0,0,1,0,0,슈퍼맨주유소,031-224-5100,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4029,공중화장실,참좋은주유소,수원시 권선구 정조로 599 (세류동),수원시 권선구 세류동 147-3,N,2,2,0,0,0,0,1,0,0,참좋은주유소,031-232-2165,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4030,공중화장실,골든벨주유소,수원시 권선구 서부로 1650 (고색동),수원시 권선구 고색동 894-5,N,1,1,0,0,0,0,1,0,0,골든벨주유소,031-297-5182,24시간,,,,민간,주유소·충전소,수세식,없음,Y,없음,,2020-12-22
4031,공중화장실,(주)DOTD 수원몬스터 주유소,수원시 권선구 매송고색로 789 (고색동),수원시 권선구 고색동 165-4,N,1,2,0,0,0,0,1,0,0,(주)DOTD 수원몬스터 주유소,031-8019-5185,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,Y,없음,,2020-12-22
4032,공중화장실,비행장주유소,수원시 권선구 정조로 291(대황교동),수원시 권선구 대황교동 259-5,N,1,1,0,0,0,0,2,0,0,비행장주유소,031-222-7007,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,Y,없음,,2020-12-22
4033,공중화장실,남부로주유소,수원시 권선구 덕영대로 1357(권선동),수원시 권선구 권선동 1326-1,N,1,2,0,0,0,0,2,0,0,남부로주유소,031-222-6678,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,Y,없음,,2020-12-22
4034,공중화장실,평동그린주유소,수원시 권선구 매송고색로 864 (평동),수원시 권선구 평동 56-1,N,2,2,0,0,0,0,1,0,0,평동그린주유소,031-295-5198,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4035,공중화장실,형제주유소,수원시 권선구 수인로 446 (입북동),수원시 권선구 입북동 426-1,N,2,2,0,0,0,0,2,0,0,형제주유소,031-291-9253,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4036,공중화장실,오션주유소,수원시 권선구 매송고색로 843 (평동),수원시 권선구 평동 54,N,1,2,0,0,0,0,1,0,0,오션주유소,031-298-8820,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4037,공중화장실,세광상사(주) 행복주유소,수원시 권선구 수인로 379 (구운동),수원시 권선구 구운동 671,N,3,2,0,0,0,0,2,0,0,세광상사(주) 행복주유소,031-291-5151,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4038,공중화장실,직영G&G(수원햄스터)주유소,수원시 권선구 매송고색로 810 (고색동),수원시 권선구 고색동 185-6,N,1,2,0,0,0,0,2,0,0,직영G&G(수원햄스터)주유소,031-297-5185,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4039,공중화장실,BMW Station,수원시 권선구 동수원로 258 (권선동),수원시 권선구 권선동 12-1,N,2,2,0,0,0,0,2,0,0,BMW Station,031-221-5270,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4040,공중화장실,명품주유소,수원시 권선구 권선로 651 (권선동),수원시 권선구 권선동 962-6,N,2,2,0,0,0,0,1,0,0,명품주유소,031-232-6051,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4041,공중화장실,대황교주유소,수원시 권선구 정조로 235(대황교동),수원시 권선구 대황교동 33-5,N,1,1,0,0,0,0,1,0,0,대황교주유소,031-232-3100,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,Y,없음,,2020-12-22
4042,공중화장실,인성주유소,수원시 권선구 권선로 541(세류동),수원시 권선구 세류동 92-20,N,1,1,0,0,0,0,1,0,0,인성주유소,031-231-1115,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4043,공중화장실,인왕산 청운지구(1)(서시정 화장실),서울특별시 종로구 청운동 7-2,,N,1,2,1,1,1,0,3,1,1,종로구청 공원녹지과,,24시간,,,,지방자치단체,관광·체육시설,수세식,,Y,,,2020-04-07
4044,공중화장실,인왕산 청운지구(2)(청운공원 화장실),서울특별시 종로구 청운동 7-3,,N,2,3,1,0,0,0,5,1,1,종로구청 공원녹지과,,24시간,,,,지방자치단체,관광·체육시설,수세식,,Y,없음,,2020-04-07
4045,공중화장실,창의문안내소 공중화장실(창의문 안내소 앞),서울특별시 종로구 청운동 산 1-1,,N,2,3,1,0,0,0,7,1,0,종로구청 공원녹지과,,24시간,,,,지방자치단체,관광·체육시설,수세식,,Y,,,2020-04-07
4046,공중화장실,삼청근린공원(관리실 옆),서울특별시 종로구 삼청동 산2-1,,N,2,4,1,1,0,0,7,1,0,종로구청 공원녹지과,,24시간,,,,지방자치단체,관광·체육시설,수세식,,Y,없음,,2020-04-07
4047,공중화장실,삼청근린공원(약수터 위),서울특별시 종로구 삼청동 산2-1,,N,3,4,1,1,0,0,4,1,0,종로구청 공원녹지과,,24시간,,,,지방자치단체,관광·체육시설,수세식,,Y,없음,,2020-04-07
4048,공중화장실,와룡공원,서울특별시 종로구 명륜3가 산2-13,,N,1,2,1,0,0,0,3,1,0,종로구청 공원녹지과,,24시간,,,,지방자치단체,관광·체육시설,수세식,,Y,없음,,2020-04-07
4049,공중화장실,경희궁공원,서울특별시 종로구 신문로2가 2-1,,N,1,5,1,0,0,0,1,1,0,종로구청 공원녹지과,,24시간,,,,지방자치단체,관광·체육시설,수세식,,Y,없음,,2020-04-07
4050,공중화장실,숭인공원,서울특별시 종로구 숭인동 58,,N,2,2,1,0,0,0,4,1,0,종로구청 공원녹지과,,24시간,,,,지방자치단체,관광·체육시설,수세식,,Y,없음,,2020-04-07
4051,공중화장실,마로니에공원,서울특별시 종로구 동숭동 1-124,,N,4,4,1,0,0,1,9,1,0,종로구청 공원녹지과,,16시간,,,,지방자치단체,관광·체육시설,수세식,,Y,없음,,2020-04-07
4052,공중화장실,동묘공원,서울특별시 종로구 숭인동 238-1,,N,3,3,1,0,0,0,4,1,0,종로구청 공원녹지과,,9시간,,,,지방자치단체,관광·체육시설,수세식,,Y,없음,,2020-04-07
4053,공중화장실,탑골공원,서울특별시 종로구 종로2가 38-1,,N,10,16,1,0,0,0,3,1,0,종로구청 공원녹지과,,9시간,,,,지방자치단체,관광·체육시설,수세식,,Y,없음,,2020-04-07
4054,공중화장실,지봉골어린이공원,서울특별시 종로구 창신동 산6-25,,N,3,2,0,0,1,1,3,0,0,종로구청 공원녹지과,,24시간,,,,지방자치단체,관광·체육시설,수세식,,Y,없음,,2020-04-07
4055,공중화장실,산마루놀이터,서울특별시 종로구 창신동 23-350,,N,1,1,1,1,1,1,1,0,1,종로구청 공원녹지과,,9시간,,,,지방자치단체,관광·체육시설,수세식,,Y,,,2020-04-07
4056,공중화장실,종묘광장,서울특별시 종로구 훈정동 2,,N,4,20,1,0,0,0,7,1,0,종로구청 공원녹지과,,24시간,,,,지방자치단체,관광·체육시설,수세식,,Y,,,2020-04-07
4057,공중화장실,종로구청화장실,서울특별시 종로구 삼봉로 43,서울특별시 종로구 수송동 146-2,Y,37,48,2,0,0,0,35,2,0,종로구청 총무과,02-2148-1305,9시간,,,,지방자치단체,관광·체육시설,수세식,없음,N,,,2020-03-27
4058,공중화장실,보건소,"서울 종로구 자하문로19길 36(옥인동, 종로구보건소, 청운효자동자치회관)",서울특별시 종로구 옥인동45-30,N,7,7,0,0,0,0,10,0,0,종로보건소,02-2148-3518,평일9시간(09:00~18:00),,,,지방자치단체,관광·체육시설,수세식,없음,N,없음,,2020-04-16
4059,공중화장실,돈의동쪽방상담소 화장실,서울특별시 돈화문로9가길 20-2,,N,3,3,1,2,0,0,3,1,0,돈의동쪽방상담소,02-747-9074,8시간,2018-04,,,지방자치단체,관광·체육시설,수세식,없음,N,없음,,2020-04-03
4060,공중화장실,창신동쪽방상담소 화장실,서울시 종로구 종로 50라길 31,,Y,1,0,0,0,0,0,1,0,0,종로구청 사회복지과,02-3672-1264,9시간,2012-06,,,지방자치단체,관광·체육시설,수세식,없음,N,없음,,2020-04-03
4061,공중화장실,장애인통합회관 화장실,"서울특별시 종로구 종로17길 8, 3층",,N,0,1,1,1,0,0,1,1,0,종로구청 사회복지과,02-2148-2383,8시간,2010-03,,,지방자치단체,관광·체육시설,수세식,,Y,,,2020-03-26
4062,공중화장실,종로구립장애인근로사업장(더해봄),"서울특별시 종로구 대학로3길 14, 1층",,Y,0,0,0,0,0,0,1,0,0,종로구청 사회복지과,,8시간,,,,지방자치단체,관광·체육시설,수세식,없음,N,없음,,2020-03-30
4063,공중화장실,북촌마을안내소공중화장실,서울특별시 종로구 북촌로5길 48,서울특별시 종로구 화동 2,N,1,2,1,0,1,0,5,1,1,종로구청 관광과,02-2148-1854,07:30~21:00,,,,지방자치단체,관광·체육시설,수세식,,Y,,,2020-04-16
4064,공중화장실,신교공영주차장,"서울 종로구 자하문로33길 89, 지하2층",,N,2,2,1,0,0,0,4,1,0,종로구시설관리공단 주차사업팀,02-2236-0052,08:00~18:30,2012-07,,,지방자치단체,관광·체육시설,수세식,없음,N,,,2020-04-16
4065,공중화장실,남인사마당 공중화장실,서울 종로구 인사동길 6 (인사동),서울특별시 종로구 인사동 43-2,Y,5,10,1,1,0,1,25,1,1,종로구시설관리공단,02-730-7282,24시간,2010-01,,,지방자치단체,관광·체육시설,수세식,,Y,,,2020-03-30
4066,공중화장실,올림픽기념국민생활관,서울특별시 종로구 성균관로91,,N,2,2,1,0,0,0,3,1,0,종로구시설관리공단,02-2148-4057,월-금06:00~22:00 토-일09:00~18:00 공휴일 휴관,,,,지방자치단체,관광·체육시설,수세식,,N,없음,,2020-04-20
4067,공중화장실,종로구민회관,서울특별시 종로구 지봉로5길 7-5,,N,1,1,1,0,0,0,1,1,0,종로구시설관리공단,02-2148-4061,09:00~18:00,,,,공공기관,관광·체육시설,수세식,,Y,,,2020-04-20
4068,공중화장실,종로문화체육센터,서울특별시 종로구 인왕산로1길 21,,N,2,3,1,1,1,1,7,1,1,종로구시설관리공단,02-732-9393,09:00~18:00,,,,공공기관,관광·체육시설,수세식,,N,,,2020-04-20
